,Statement,Emotion
13288, What do you mean ? My daddy gave me this car for my birthday last month . It ’ s brand new ! ,anger
13289,This looks like a very nice house . ,joy
13290, That's just what was running through my mind . Moonlight and dancing . ,joy
13291,I’m telling you he’s dead. What we are about to have here is a dead fat guy on a stick.,anger
13292," Okay , thanks a lot . ",joy
13293,"Look, I don’t think so Pheebs.  All right, I’ll do it. But just because you’re a friend.",neutral
13294,Didn’t you sleep together?,neutral
13295,Oh so-so not really never.,neutral
13296,Thank you . You do me a big favor . ,joy
13297,"You know, I mean, it's like we're different.",neutral
13298,Let's see.,neutral
13299, I can ’ t believe it ! I have all my important personal documents stored in that computer . It ’ s no laughing matter . ,anger
13300, No problem . Thank you for calling me . ,joy
13301," That's good , thank you . ",joy
13302," Really , it was nothing . ",joy
13303,"Sur-surprise him? We're not, we're not gonna make anybody mad are we?",fear
13304," We ’ ll contact you soon , Ted . Thanks for coming in . ",joy
13305, I enjoy chicken salads . ,joy
13306,That was amazing.,joy
13307,Richard!,joy
13308,"What should I wear, now I’m all nervous.",fear
13309," I know . It's going to save me a lot of money , I hope . ",joy
13310, Yeah ! But you know sometimes the weather forecast is not correct . Maybe tomorrow is a clear day . Who knows ? ,joy
13311, I'm proud of you for standing by her . I think you've helped make a big difference in her life . ,joy
13312,"Rachel , do you like music ? ",joy
13313, Thanks . See you later . ,joy
13314," Thank you . Just a moment , please . ",joy
13315, Thank you very much . ,joy
13316," Oh , yes . I know where it is . ",joy
13317," Yeah , they all received very strict training . A minute on the stage takes ten-year practice . ",joy
13318,"‘Cause you know love lasts forever, y'know.",joy
13319,The bedroom. Well it’s pretty much your typical...  bedroom.,neutral
13320,It's laundry. The thinking through is minimal.,neutral
13321, Sure . ,joy
13322,Stick to the list. Always stick to the list.,neutral
13323, Wow . I really like California ... the weather there is much better than the East Coast . ,joy
13324," He's very handsome , isn't he ? What's he like ? ",joy
13325,"Oh, she told you about that, huh.",surprise
13326," Why ? I don ’ t have to leave the house or browse a dozen stores to find what I ’ m looking for . This way , I just search for it online quick and easy . ",surprise
13327,Oh my God!,surprise
13328, You didn't know ? ,surprise
13329,"Sounds great! Okay, alright, well where does this go?",joy
13330,"Ok.  Um, sure, that'd be great.",neutral
13331,"It has umm, three beautiful bedrooms and ah, no baths.",neutral
13332,What is she trying to kill me?,anger
13333,"Me too! Yeah. And comfortable. Do uh, do you like leather seats?",neutral
13334,"No, no ""How you doing?"" Man, I mean not even a cup of coffee first!",disgust
13335,"I'm-I'm really warm, so I'm going to be taking off my sweater.",neutral
13336,"Every five minutes, Joey throws his sticks in the air, and I have to hear, ""Oh my eye!",anger
13337,Who cares? I repel women.,disgust
13338," ... and you looked so adorable with your hair all wet . I had to take a picture of you standing there in that little alley , smiling and laughing in the rain ... ",joy
13339,What a beautiful day ! ,joy
13340,"Oh she misunderstood, she thought she was moving to Tulsa.",neutral
13341,"I found a new job after all , and I like this one even better than the last . ",joy
13342,"Even if people are on it!""",anger
13343,"Well , I've got to go . See you later . ",joy
13344," It was nice to meet you , too . And thanks for coming in today . ",joy
13345," OK , thank you . ",joy
13346,"Y'know what, actually…  Okay, okay, okay, what's so funny over here?",neutral
13347,"Mon. I wish I could, but I've made plans to walk around.",neutral
13348,"I got to go, so ah, I’ll see you guys later.",neutral
13349,"Okay, get ready to owe me!",joy
13350,Umm?,neutral
13351,"I don't know about you , but I am famished . Are you interested in getting a bite to eat ? ",joy
13352," I'm really sorry , I'll bring you a hot one right away . ",sadness
13353,He could never get a woman like that in a million years.,neutral
13354, Doesn ’ t Karen Marsh look old ! ,surprise
13355,I'm going crazy . ,anger
13356, Bye . ,joy
13357,Wh-why  would I when your name is Elaine?,joy
13358,"Oh, I didn't factor in the room tax.",surprise
13359," That's great . We can also take the dragon kite with us . After the picnic , we can fly it . ",joy
13360, It's a large sum of money . I can't afford to lose it . ,fear
13361,"Well, I like that idea.",joy
13362,What?,surprise
13363, That's cool . Have you already found an apartment to live in ? ,surprise
13364, You mean get married now ? On the plane ? ,surprise
13365,Uh-huh. But it was a first for the rest of my building.,neutral
13366,"No, no, it’s just my tooth.",sadness
13367,"I’ve read all kinds of books on pregnancy and giving birth, but I-I just didn’t think to read the part about what to do when the baby comes.",neutral
13368,"All right, sorry.",neutral
13369,What?!,surprise
13370,Sweepin’. Why? Turn you on?,neutral
13371,I don’t know!,fear
13372,"well, we probably won't invite you to the wedding...",neutral
13373,I promise.,neutral
13374,"OK. Here goes. For a while now, I've been wanting to, um....",neutral
13375," Two , I hope and I hope that by telling me about them you are planning on taking me ! ",surprise
13376,"We spent the last two hours watching In & Out & In, Again.",neutral
13377, That sounds great . What time should I come over ? ,joy
13378,Why?  Seriously I did not understand a word that    you said.,surprise
13379,"Well umm, they both have a egg yolk and butter base, but a bearnaise has shallots, shirvel, and most importantly tarragon.",neutral
13380, So it has attracted more and more customers these days . ,joy
13381, really ? Why ? ,surprise
13382, No need . I have only this small handbag with me . ,joy
13383, All right . Thank you . ,joy
13384," Oh , I like the color . ",joy
13385, You certainly need that . You always pump the volume up way too high . ,joy
13386, I appreciate you helping me with this . ,joy
13387, This could become a very expensive trip to be beauty parlour ! ,joy
13388,"No! No-no! He is totally incompetent. I called the chef who recommended him to me. He said, ""Ha-ha! Gotcha!""",disgust
13389,"Hey, Rach, can I borrow your eyelash curler, I think I lost mine.",neutral
13390, I am worried about how I am going to pay my tuition . ,sadness
13391, I'd be glad to . ,joy
13392, All right . I think I'll take it . ,joy
13393, Really ? There aren't many left now . ,surprise
13394, Thanks for reminding me . She's the right person to help me . ,joy
13395,I can never kiss you again when it's all I can do not    to kiss you right now.,sadness
13396,"Oh, I cursed it. So now bad things will happen to he who spends it.",neutral
13397,Dr. Oberman.,neutral
13398, No wonder you can control your voice so well . You are a professional singer . ,joy
13399,"Ohh, you are",neutral
13400," Thanks for your compliment , but there is still plenty more to learn . ",joy
13401, It sounds like a really exciting city to live in . ,joy
13402, We get alone very well . ,joy
13403, Really ? When did that happen ? ,surprise
13404," Well , the air line lost my luggage on the return flight and then I lost my carry on bag when I was tackling with the officers in charge . I left the airport three hours later than I expected and then I was caught in a traffic jam . When I finally got home , I was totally exhausted . But I found the elevator was out of service due to a blackout . ",sadness
13405, I am too . ,joy
13406, Why not ? ,joy
13407," Well , I was looking in this magazine the other day and cruises are not very expensive at all . Take a look at this ! ",joy
13408,That’s what I do now.,neutral
13409,Are you enjoying your trip to New Orleans ? ,joy
13410,We just want you to think it through.,neutral
13411,"Y’know, I only know of two surefire ways to shut a man up. And one of them is sex.",neutral
13412," No , thanks Mom . I'd like some toast and chicken wings . ",joy
13413,"Nothing, why?",neutral
13414,Is this about me taking your watch?,sadness
13415, Isn ’ t it wonderful here ? The kids are enjoying themselves in the swimming pool . I hope it ’ s safe . ,joy
13416,Joey I can see you okay? You’re hiding behind the coats.,neutral
13417,No.,neutral
13418, 8 it is . See you then . ,joy
13419, I like it . Naturally it can arouse your feelings . ,joy
13420,"Oh God… Oh, he’s in there right now?",surprise
13421,You can’t marry him!,anger
13422,"Ross, where did you get this?!",surprise
13423,Don ’ t you have air-conditioning in your apartment ? It ’ s sweltering here ! ,surprise
13424, Caterpillar fungus ? ! What the heck is that ? ,surprise
13425,I know! I know! And he totally freaked out and I can’t find him anywhere!,fear
13426, Thank you . ,joy
13427," Sorry , it ’ s all sold out . ",sadness
13428,He went out with my wife!,anger
13429,"Oh! Okay!  You, Mister Right Place at the Right Time, call me!",joy
13430," Wow , it's surprising . So what do I get ? ",surprise
13431, What a nuisance ! ,disgust
13432, I could not and can ’ t make out the reason why she would set her heart on a man like Dick . He plays the field with many girls . ,surprise
13433,Can I ask you guys a question? D'you ever think that Alan is maybe.. sometimes..,neutral
13434,"Yeah, I know, it's my birthday. We all should be here.",sadness
13435," Oh , it ’ s open . Thank you very much . ",joy
13436,Joey!,surprise
13437,"No , it hasn't . It's very dirty . ",disgust
13438, Good.You really know how to enjoy yourself . ,joy
13439, It's a pity . I'm afraid that's too loud for me.Thank you . ,sadness
13440," Yes , I kept on typing it until midnight , but it is lost . ",sadness
13441, We can play together if you are free . ,joy
13442,You’re welcome.,neutral
